id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
101998;221407;08/01/2018;segunda-feira;14:50:00;MG;365;441;GUIMARANIA;Falta de Atenção à Condução;Saída de leito carroçável;Sem Vítimas;Pleno dia;Crescente;Chuva;Simples;"Declive;Reta";Não;181191;Caminhão;VW/8.160 DRC 4X2;2013;Condutor;Ileso;34;Masculino;1;0;0;0;-18,78767;-46,72434;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
102723;223239;11/01/2018;quinta-feira;18:20:00;MG;365;620;UBERLANDIA;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;182482;Caminhão;M.BENZ/709;1990;Condutor;Ileso;51;Masculino;1;0;0;0;-18,88780873;-48,26842904;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
103650;226904;15/01/2018;segunda-feira;05:20:00;MG;365;670;MONTE ALEGRE DE MINAS;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;185412;Caminhão-trator;SCANIA/R113 H 4X2 320;1994;Condutor;Lesões Graves;50;Masculino;0;0;1;0;-18,88762021;-48,69827271;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
103650;226900;15/01/2018;segunda-feira;05:20:00;MG;365;670;MONTE ALEGRE DE MINAS;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;185408;Caminhão-trator;SCANIA/T113 H 4X2 360;1997;Condutor;Ileso;53;Masculino;1;0;0;0;-18,88762021;-48,69827271;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
104240;232828;18/01/2018;quinta-feira;01:25:00;MG;365;630,5;UBERLANDIA;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;"Reta;Aclive";Sim;185253;Caminhão-trator;SCANIA/G 420 A4X2;2009;Condutor;Ileso;49;Masculino;1;0;0;0;-18,90148547;-48,35685968;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
104240;226701;18/01/2018;quinta-feira;01:25:00;MG;365;630,5;UBERLANDIA;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;"Reta;Aclive";Sim;185252;Caminhão;M.BENZ/L 1620;1996;Condutor;Lesões Leves;48;Masculino;0;1;0;0;-18,90148547;-48,35685968;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
104240;226702;18/01/2018;quinta-feira;01:25:00;MG;365;630,5;UBERLANDIA;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;"Reta;Aclive";Sim;185252;Caminhão;M.BENZ/L 1620;1996;Passageiro;Lesões Graves;21;Masculino;0;0;1;0;-18,90148547;-48,35685968;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
104766;227795;19/01/2018;sexta-feira;23:00:00;MG;365;702;MONTE ALEGRE DE MINAS;Falta de Atenção à Condução;Tombamento;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;186202;Caminhão-trator;SCANIA/G 420 A4X2;2010;Condutor;Ileso;57;Masculino;1;0;0;0;-18,8802;-48,9993;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
104809;230669;20/01/2018;sábado;06:30:00;MG;365;494;PATROCINIO;Condutor Dormindo;Colisão frontal;Com Vítimas Fatais;Amanhecer;Decrescente;Céu Claro;Simples;Reta;Não;186561;Caminhão-trator;M.BENZ/LS 1634;2011;Condutor;Ileso;32;Masculino;1;0;0;0;-18,90516;-47,17293;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
105242;229356;21/01/2018;domingo;19:20:00;MG;365;432,2;PATOS DE MINAS;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Sem Vítimas;Anoitecer;Decrescente;Céu Claro;Simples;"Interseção de Vias;Reta";Não;187467;Caminhão-trator;VOLVO/FH12 380 4X2T;2000;Condutor;Ileso;49;Masculino;1;0;0;0;-18,75897051;-46,66330755;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
106099;230874;25/01/2018;quinta-feira;17:10:00;MG;365;489;PATROCINIO;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Reta;Não;188606;Caminhão;M.BENZ/L 1113;1977;Condutor;Lesões Leves;56;Masculino;0;1;0;0;-18,9436;-46,9923;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
106192;232627;26/01/2018;sexta-feira;06:05:00;MG;365;651;UBERLANDIA;Falta de Atenção à Condução;Colisão com objeto estático;Sem Vítimas;Amanhecer;Decrescente;Céu Claro;Dupla;Reta;Não;190187;Caminhão-trator;IMP/IVECOFIAT E 450E37T;2001;Condutor;Ileso;30;Masculino;1;0;0;0;-18,88395935;-48,47590551;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
108758;239381;04/02/2018;domingo;22:25:00;MG;365;599,4;UBERLANDIA;Ingestão de Álcool;Tombamento;Sem Vítimas;Plena Noite;Crescente;Vento;Simples;Reta;Não;195913;Caminhão-trator;VOLVO/FH12 380 4X2T;2003;Condutor;Ileso;34;Masculino;1;0;0;0;-18,88275;-48,101015;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
108781;236296;04/02/2018;domingo;23:30:00;MG;365;663;MONTE ALEGRE DE MINAS;Defeito Mecânico no Veículo;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;Declive;Não;193417;Caminhão-trator;M.BENZ/AXOR 2040 S;2011;Condutor;Ileso;37;Masculino;1;0;0;0;-18,891503;-48,639202;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
108933;239199;05/02/2018;segunda-feira;14:00:00;MG;365;549;ESTRELA DO SUL;Defeito Mecânico no Veículo;Colisão frontal;Sem Vítimas;Pleno dia;Crescente;Chuva;Simples;"Curva;Declive;Ponte";Não;195607;Caminhão;M.BENZ/LS 1524;1985;Condutor;Ileso;59;Masculino;1;0;0;0;-18,93006121;-47,67260402;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
108933;239209;05/02/2018;segunda-feira;14:00:00;MG;365;549;ESTRELA DO SUL;Defeito Mecânico no Veículo;Colisão frontal;Sem Vítimas;Pleno dia;Crescente;Chuva;Simples;"Curva;Declive;Ponte";Não;195373;Caminhão;M.BENZ/L 1113;1978;Passageiro;Ileso;19;Masculino;1;0;0;0;-18,93006121;-47,67260402;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
108933;239200;05/02/2018;segunda-feira;14:00:00;MG;365;549;ESTRELA DO SUL;Defeito Mecânico no Veículo;Colisão frontal;Sem Vítimas;Pleno dia;Crescente;Chuva;Simples;"Curva;Declive;Ponte";Não;195373;Caminhão;M.BENZ/L 1113;1978;Passageiro;Ileso;22;Masculino;1;0;0;0;-18,93006121;-47,67260402;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
108933;239009;05/02/2018;segunda-feira;14:00:00;MG;365;549;ESTRELA DO SUL;Defeito Mecânico no Veículo;Colisão frontal;Sem Vítimas;Pleno dia;Crescente;Chuva;Simples;"Curva;Declive;Ponte";Não;195373;Caminhão;M.BENZ/L 1113;1978;Condutor;Ileso;34;Masculino;1;0;0;0;-18,93006121;-47,67260402;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
109392;240576;07/02/2018;quarta-feira;10:00:00;MG;365;477;PATROCINIO;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Não;196955;Caminhão-trator;M.BENZ/AXOR 2544 S;2014;Condutor;Ileso;28;Masculino;1;0;0;0;-18,9436;-46,9923;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
109392;240578;07/02/2018;quarta-feira;10:00:00;MG;365;477;PATROCINIO;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Não;196968;Caminhão;M.BENZ/L 1620;2006;Condutor;Ileso;54;Masculino;1;0;0;0;-18,9436;-46,9923;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
109622;241009;08/02/2018;quinta-feira;14:45:00;MG;365;653;UBERLANDIA;Desobediência às normas de trânsito pelo condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;"Reta;Aclive";Não;197335;Caminhão;VW/24.220 EURO3 WORKER;2007;Condutor;Ileso;37;Masculino;1;0;0;0;-18,873;-48,5393;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
110446;242583;11/02/2018;domingo;04:50:00;MG;365;662,2;MONTE ALEGRE DE MINAS;Ingestão de Álcool;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;198238;Caminhão-trator;SCANIA/G 420 A4X2;2010;Condutor;Lesões Leves;40;Masculino;0;1;0;0;-18,89189;-48,640094;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
110456;242530;11/02/2018;domingo;06:29:00;MG;365;508,9;PATROCINIO;Falta de Atenção à Condução;Colisão lateral;Sem Vítimas;Amanhecer;Crescente;Céu Claro;Simples;Reta;Não;196882;Caminhão;VW/23.310;2003;Condutor;Ileso;27;Feminino;1;0;0;0;-18,9445306;-47,29249;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
110456;242532;11/02/2018;domingo;06:29:00;MG;365;508,9;PATROCINIO;Falta de Atenção à Condução;Colisão lateral;Sem Vítimas;Amanhecer;Crescente;Céu Claro;Simples;Reta;Não;196882;Caminhão;VW/23.310;2003;Passageiro;Ileso;36;Masculino;1;0;0;0;-18,9445306;-47,29249;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
110456;242538;11/02/2018;domingo;06:29:00;MG;365;508,9;PATROCINIO;Falta de Atenção à Condução;Colisão lateral;Sem Vítimas;Amanhecer;Crescente;Céu Claro;Simples;Reta;Não;196882;Caminhão;VW/23.310;2003;Passageiro;Ileso;65;Feminino;1;0;0;0;-18,9445306;-47,29249;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
110456;242543;11/02/2018;domingo;06:29:00;MG;365;508,9;PATROCINIO;Falta de Atenção à Condução;Colisão lateral;Sem Vítimas;Amanhecer;Crescente;Céu Claro;Simples;Reta;Não;196882;Caminhão;VW/23.310;2003;Passageiro;Ileso;3;Ignorado;1;0;0;0;-18,9445306;-47,29249;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
110988;242286;13/02/2018;terça-feira;13:25:00;MG;365;524;MONTE CARMELO;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;"Interseção de Vias;Reta";Não;197920;Caminhão-trator;SCANIA/R 440 A6X4;2017;Condutor;Ileso;44;Masculino;1;0;0;0;-18,725183;-47,499004;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
111545;243878;15/02/2018;quinta-feira;19:30:00;MG;365;642;UBERLANDIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Aclive;Não;199398;Caminhão;VW/16.300;1996;Condutor;Ileso;54;Masculino;1;0;0;0;-18,8901;-48,4364;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
112309;244886;19/02/2018;segunda-feira;05:30:00;MG;365;662;MONTE ALEGRE DE MINAS;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Ignorado;Dupla;Retorno Regulamentado;Não;200144;Caminhão;M.BENZ/ATRON 2324;2015;Condutor;Lesões Leves;47;Masculino;0;1;0;0;-18,85171113;-48,82873535;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
112666;247358;20/02/2018;terça-feira;21:45:00;MG;365;494,2;PATROCINIO;Desobediência às normas de trânsito pelo condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Aclive;Não;202454;Caminhão-trator;VOLVO/FH 440 6X2T;2011;Condutor;Ileso;42;Masculino;1;0;0;0;-18,9436;-46,9923;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
112666;247359;20/02/2018;terça-feira;21:45:00;MG;365;494,2;PATROCINIO;Desobediência às normas de trânsito pelo condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Aclive;Não;202454;Caminhão-trator;VOLVO/FH 440 6X2T;2011;Passageiro;Ileso;35;Feminino;1;0;0;0;-18,9436;-46,9923;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
113272;246892;22/02/2018;quinta-feira;17:50:00;MG;365;666,3;MONTE ALEGRE DE MINAS;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Sem Vítimas;Plena Noite;Decrescente;Nublado;Dupla;Curva;Não;201949;Caminhão-trator;FORD/CARGO 4432 E;2006;Condutor;Ileso;40;Masculino;1;0;0;0;-18,89041112;-48,67273808;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
113507;249469;23/02/2018;sexta-feira;22:30:00;MG;365;645;UBERLANDIA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Declive;Não;202623;Caminhão-trator;VOLVO/FH 440 6X2T;2011;Condutor;Lesões Graves;53;Masculino;0;0;1;0;-18,8857;-48,4645;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
114358;252167;26/02/2018;segunda-feira;21:10:00;MG;365;471,1;PATROCINIO;Ingestão de Álcool;Colisão lateral;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;204055;Caminhão-trator;VOLVO/FH 460 6X2T;2014;Condutor;Ileso;33;Masculino;1;0;0;0;-18,91586;-46,97498;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
115401;252908;03/03/2018;sábado;01:50:00;MG;365;693,7;MONTE ALEGRE DE MINAS;Defeito na Via;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;"Reta;Declive";Não;207163;Caminhão-trator;SCANIA/R124 GA4X2NZ 360;2004;Condutor;Lesões Leves;37;Masculino;0;1;0;0;-18,877;-48,9141;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
115658;253724;04/03/2018;domingo;01:40:00;MG;365;658;UBERLANDIA;Condutor Dormindo;Colisão traseira;Sem Vítimas;Plena Noite;Decrescente;Nublado;Dupla;Aclive;Não;207857;Caminhão-trator;M.BENZ/AXOR 2540 S;2009;Condutor;Ileso;40;Masculino;1;0;0;0;-18,8644;-48,5846;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
115658;253725;04/03/2018;domingo;01:40:00;MG;365;658;UBERLANDIA;Condutor Dormindo;Colisão traseira;Sem Vítimas;Plena Noite;Decrescente;Nublado;Dupla;Aclive;Não;207876;Caminhão-trator;SCANIA/R124 GA6X4NZ 420;2004;Condutor;Ileso;38;Masculino;1;0;0;0;-18,8644;-48,5846;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
