id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
183914;406022;07/01/2019;segunda-feira;13:20:00;MG;365;625,6;UBERLANDIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Curva;Sim;327446;Caminhão;VW/8.140/8.140;1998;Condutor;Ileso;38;Masculino;1;0;0;0;-18,905;-48,2879;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
184685;408894;12/01/2019;sábado;06:00:00;MG;365;593;ARAGUARI;Defeito Mecânico no Veículo;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Simples;Curva;Não;328434;Caminhão;M.BENZ/L 1620/L 1620;1998;Condutor;Lesões Leves;42;Masculino;0;1;0;0;-18,88086893;-48,04887772;SPRF-MG;DEL15-MG;UOP02-DEL15-MG
184685;408895;12/01/2019;sábado;06:00:00;MG;365;593;ARAGUARI;Defeito Mecânico no Veículo;Saída de leito carroçável;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Simples;Curva;Não;328434;Caminhão;M.BENZ/L 1620/L 1620;1998;Passageiro;Lesões Leves;44;Feminino;0;1;0;0;-18,88086893;-48,04887772;SPRF-MG;DEL15-MG;UOP02-DEL15-MG
185949;412030;18/01/2019;sexta-feira;10:30:00;MG;365;614,2;UBERLANDIA;Carga excessiva e/ou mal acondicionada;Colisão com objeto estático;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;330639;Caminhão-trator;M.BENZ/LS 1634/LS 1634;2008;Condutor;Ileso;44;Masculino;1;0;0;0;-18,8974;-48,2715;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
186781;412334;22/01/2019;terça-feira;11:35:00;MG;365;673,3;MONTE ALEGRE DE MINAS;Desobediência às normas de trânsito pelo pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;332224;Caminhão-trator;SCANIA/R 440 A6X4/R 440 A6X4;2013;Condutor;Ileso;33;Masculino;1;0;0;0;-18,8876;-48,7161;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
186864;414777;22/01/2019;terça-feira;21:30:00;MG;365;523,3;MONTE CARMELO;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;333794;Caminhão-trator;SCANIA/P 340 A4X2/P 340 A4X2;2011;Condutor;Ileso;43;Masculino;1;0;0;0;-18,91354;-47,41923;SPRF-MG;DEL10-MG;UOP01-DEL10-MG
186942;413458;23/01/2019;quarta-feira;10:20:00;MG;365;611;UBERLANDIA;Velocidade Incompatível;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Rotatória;Não;333077;Caminhão;VW/8.120 EURO3/8.120 EURO3;2011;Condutor;Ileso;60;Masculino;1;0;0;0;-18,92358122;-48,2007122;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
188056;415242;28/01/2019;segunda-feira;23:30:00;MG;365;708,9;MONTE ALEGRE DE MINAS;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Interseção de Vias;Não;334403;Caminhão-trator;SCANIA/P 340 A4X2/P 340 A4X2;2010;Condutor;Lesões Leves;43;Masculino;0;1;0;0;-18,87862082;-49,05605257;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
188056;415241;28/01/2019;segunda-feira;23:30:00;MG;365;708,9;MONTE ALEGRE DE MINAS;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Interseção de Vias;Não;334402;Caminhão-trator;VOLVO/FH 440 4X2T/FH 440 4X2T;2011;Condutor;Ileso;42;Masculino;1;0;0;0;-18,87862082;-49,05605257;SPRF-MG;DEL15-MG;UOP03-DEL15-MG
188143;415640;29/01/2019;terça-feira;13:10:00;MG;365;613;UBERLANDIA;Falta de Atenção à Condução;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;334693;Caminhão;FORD/F4000/F4000;1980;Condutor;Ileso;45;Masculino;1;0;0;0;-18,92331275;-48,20125049;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
189238;418096;04/02/2019;segunda-feira;07:45:00;MG;365;609;UBERLANDIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;336629;Caminhão;VW/17.250 CNC/17.250 CNC;2011;Condutor;Ileso;31;Masculino;1;0;0;0;-18,91814129;-48,17779541;SPRF-MG;DEL15-MG;UOP01-DEL15-MG
